Title,Subject,Subject Name,Geographic Coverage,Photographer,Year,Caption,longitude,latitude,imageurl
"Earvin ""Magic"" Johson speaking with Bo Hopkins and an unidentified women at a City of Hope party at Pickfair honoring Jerry Buss, Beverly Hills, 1981",Actors $x American $z California $z Beverly Hills,"Johnson, Earvin, 1959-",Beverly Hills (Calif.),,1981,,-118.419655,34.090167,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b1261_f294864-3_Frame30.jpg
"Earvin ""Magic"" Johson speaking with Bo Hopkins and an unidentified women at a City of Hope party at Pickfair honoring Jerry Buss, Beverly Hills, 1981",Actors $x American $z California $z Beverly Hills,"Johnson, Earvin, 1959-",Beverly Hills (Calif.),,1981,,-118.419655,34.090167,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b1261_f294864-3_Frame31.jpg
"John Mercedes and Charlene Tilton at a City of Hope party at Pickfair honoring Jerry Buss, Beverly Hills, 1981",Actresses $x American $z California $z Beverly Hills,"Mercedes, John",Beverly Hills (Calif.),,1981,,-118.419655,34.090167,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b1261_f294864-3_Frame33.jpg
Lew Alcindor plays offense in UCLA basketball varsity-frosh game,African American basketball players,"University of California, Los Angeles--Basketball",Los Angeles (Calif.),,1966,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012663a.jpg
Lew Alcindor plays offense for UCLA basketball against Duke University,African American basketball players,"University of California, Los Angeles--Basketball",Los Angeles (Calif.),,1966,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012664a.jpg
"Lew Alcindor, after UCLA basketball defeats USC to end perfect season",African American basketball players,"University of California, Los Angeles--Basketball",Los Angeles (Calif.),,1967,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012667a.jpg
Lew Acindor dribbles as a UCLA freshman,African American basketball players,"University of California, Los Angeles",Los Angeles (Calif.),,1965,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012902a.jpg
Lew Alcindor plays defense for UCLA basketball in game against USC,African American basketball players,University of Southern California--Basketball,Los Angeles (Calif.),,1967,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012666a.jpg
Lew Alcindor plays offense for UCLA basketball in game against USC,African American basketball players,University of Southern California--Basketball,Los Angeles (Calif.),,1967,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012665a.jpg
Lew Alcindor plays offense for UCLA basketball in game against USC,African American basketball players,University of Southern California,Los Angeles (Calif.),,1966,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012903a.jpg
Lew Alcindor and Coach John Wooden huddle with UCLA freshman All-Americans,African American basketball players,"University of California, Los Angeles",Los Angeles (Calif.),,1965,,-118.446794,34.0703752,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012901a.jpg
Muhammad Ali holds up a birthday cake,African American boxers,"Ali, Muhammad, 1942-",Los Angeles (Calif.),,1971,,-118.3418405,33.95821364,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012932a.jpg
Muhammad Ali eats a birthday cake,African American boxers,"Ali, Muhammad, 1942-",Los Angeles (Calif.),,1971,,-118.3418405,33.95821364,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012931a.jpg
Archie Moore tests the biceps of Casey Stengel,African American boxers,"Moore, Archie, 1916-",Los Angeles (Calif.),,1959,,-118.2970583,34.06003705,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012892a.jpg
"Archie Moore, portrait",African American boxers,"Moore, Archie, 1916-","Mar Vista (Los Angeles, Calif.)",,1982,,-118.4106445,33.99324172,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00010863a.jpg
"Aquarius Bookstore, Los Angeles (Calif.)",African American business enterprises,"Ligon, Alfred",Los Angeles (Calif.),,1982,,-118.3091752,34.02575677,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012754a.jpg
African American child waits for Watts Summer Festival to begin,African American children,"Morgan, Jay",Glendora (Calif.),,1971,,-118.2532579,33.9442678,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012913a.jpg
"Martin Luther King, Jr. and Ralph Abernathy",African American civil rights workers,Los Angeles International Airport,Los Angeles (Calif.),,1963,,-118.4089705,33.9434916,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012657a.jpg
Medgar Evers memorial march in Los Angeles (Calif.),African American civil rights workers,National Association for the Advancement of Colored People,Los Angeles (Calif.),,1963,,-118.3210132,34.0325677,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012661a.jpg
"Marcus Allen during Los Angeles Raiders football game, 1984",African American football players,Los Angeles Raiders (Football team),Los Angeles (Calif.),"Kaul, Rosemary",1984,,-118.2878434,34.0140328,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326362a.jpg
Los Feliz Woman's Club's Christmas Seals booth,African American football players,Los Feliz Woman's Club,Los Angeles (Calif.),,1968,,-118.3268349,34.10149867,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00013005a.jpg
"Mayor Tom Bradley and Councilwoman-elect Gloria Molina, Los Angeles, Calif., 1987",African American mayors--California--Los Angeles,"Molina, Gloria",Los Angeles (Calif.)--Officials and employees,"Gladstone, Penni",1987,,-118.2426739,34.05369944,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329820a.jpg
"Mayor Tom Bradley addressing crowd at Democratic Party Election Night headquarters in Biltmore Hotel, Los Angeles, Calif., 1984",African American mayors--California--Los Angeles,"Davis, Gray, 1942-",Los Angeles (Calif.),"Schneider, Iris",1984,,-118.2533598,34.0491126,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326443a.jpg
"Los Angeles Mayor Tom Bradley speaking at the Democratic National Convention in San Francisco, Calif., 1984",African American mayors--California--Los Angeles,"Bradley, Tom, 1917-1998 (Los Angeles Mayor : 1970-1993)",Los Angeles (Calif.)--Officials and employees,"Schneider, Iris",1984,,-122.3999959,37.78374011,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326349a.jpg
"Mayor Tom Bradley watching William Robertson and Oakland Raiders' partner Al Davis signing memorandum moving Raiders team to Los Angeles, Calif., 1980",African American mayors--California--Los Angeles,"Davis, Al, 1929-",Los Angeles (Calif.)--Officials and employees,,1980,,-118.2853854,34.01409867,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326146a.jpg
"Louis Armstong Tribute Concert in Watts (Los Angeles, Calif.)",African American musicians,"Armstrong, Louis, 1901-1971","MacArthur Park (Los Angeles, Calif.)",,1971,,-118.2780764,34.06011926,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00031377a.jpg
"Angela Davis, portrait",African American political activists,"Davis, Angela Yvonne, 1944-",Los Angeles (Calif.),,1970,,-117.8472948,34.04604568,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00033934a.jpg
"Angela Davis speaks on nationwide tour, Los Angeles (Calif.)",African American political activists,"Davis, Angela Yvonne, 1944-",Los Angeles (Calif.),,1972,,-118.2592392,34.04496112,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00033939a.jpg
Angela Davis speaks to students at San Fernando Valley State College,African American political activists,San Fernando Valley State College,Los Angeles (Calif.),,1970,,-118.5307753,34.23957697,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00033944a.jpg
Angela Davis demonstrates against prison conditions at the State Building (Calif.),African American political activists,"Davis, Angela Yvonne, 1944-",Los Angeles (Calif.),"Graham, Ray",1970,,-118.2464933,34.05347721,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00033936a.jpg
Angela Davis and Professor Donald Kalish,African American political activists,"University of California, Los Angeles--Faculty",Los Angeles (Calif.),,1969,,-118.4421122,34.07278193,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00033933a.jpg
"Assemblyman Willie L. Brown presides over subcommittee hearing, Los Angeles (Calif.)",African American politicians,"Broady, Earl C.",Long Beach (Calif.),,1971,,-118.2427168,34.05361944,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012914a.jpg
Mayor Tom Bradley and his wife pose in the Official Mayor's Residence,African American politicians,"Bradley, Tom, 1917-1998",Los Angeles (Calif.),,1977,,-118.3188808,34.06321012,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012753a.jpg
Mayor Tom Bradley hosts guests in the living room of the Official Mayor's Residence,African American politicians,"Bradley, Tom, 1917-1998",Los Angeles (Calif.),,1977,,-118.31885,34.06317067,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012752a.jpg
"Museum of African American Art in Los Angeles founder, Samella Lewis and director Mary Jane Hewitt amongst construction of museum, 1984",African American scholars,"Lewis, Samella S.",Los Angeles (Calif.),"Gladstone, Penni",1984,,-118.335756,34.011844,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326536a.jpg
"Federal agents seize Nat King Cole's Hancock Park home, Los Angeles (Calif.)",African American singers,United States. Internal Revenue Service,Los Angeles (Calif.),,1951,,-118.3288661,34.066935,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012610a.jpg
"Christmas celebration at Wrigley Field, Los Angeles (Calif.)",African Americans--California--Los Angeles,National Association for the Advancement of Colored People,Los Angeles (Calif.),,1968,,-118.2662144,34.007386,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012585a.jpg
"Brian Breye displaying black memorabilia at the Museum in Black in Leimert Park, Los Angeles, Calif., 1984",African Americans--Collectors and collecting--California--Los Angeles,"Breye, Brian",Los Angeles (Calif.),"Rynearson, Mike",1984,,-118.3314897,34.0049519,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326383a.jpg
Martin Luther King Day demonstrators demand increased employment and housing,African Americans--Economic conditions,"Bradley, Tom, 1917-1998",Los Angeles (Calif.),,1975,,-118.2432854,34.05398389,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012745a.jpg
"Anyim Palmer, with students of the African-American Marcus Garvey School in Los Angeles, Calif., 1980",African Americans--Education--California--Los Angeles,"Palmer, Anyim",Los Angeles (Calif.),"Hively, Ken",1980,,-118.3233574,33.98921427,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326190a.jpg
"Crowd at Mahalia Jackson Gospel Music Festival in Los Angeles, Calif., 1986",African Americans--Music,,Los Angeles (Calif.),"Gabriel, Robert",1986,,-118.2770598,34.05985928,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329256a.jpg
"Muhammad's Mosque raided by police, Los Angeles (Calif.)",African Americans--Religion,,Los Angeles (Calif.),,1967,,-118.2781877,33.991208,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012670a.jpg
"Martin Sheen and Edwards James Olmos during UFW hunger strike at Our Lady of Angels Church, Calif., 1988",Agricultural laborers--Health and hygiene--California,"Sheen, Martin--Political activity",Los Angeles (Calif.),"Atkins, Lacy",1988,,-118.2452005,34.05791716,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329565a.jpg
Authorities discuss illegal immigration from Mexico,"Agricultural laborers, Foreign--Legal status, laws, etc.--United States","Hunter, Dallas","California, Southern",,1950,,-115.569123,32.80304839,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012614a.jpg
"Grace Kelly boarding an American Airlines plane, Los Angeles, 1956",Airplanes $x American $z California $z Los Angeles,American Airlines,Los Angeles (Calif.),,1956,,-118.41548,33.94867,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b269_97985-2_Kelly_Mic_Plane_3-23-1956.jpg
"Air Force One landing in Los Angeles with President Johnson on board, 1967.",Airplanes--Landing,,Los Angeles (Calif.),,1967,,-118.4097219,33.94333324,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0013zgn3-1-thumbnail.jpg
"Aerial view of the (Great Western) Forum and Hollywood Park in Inglewood, Calif., 1984",Arenas--California--Los Angeles County,"Great Western Forum (Inglewood, Calif.)","Inglewood (Calif.)--Buildings, structures, etc.","Meyer, Rick",1984,,-118.3436108,33.95987774,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326352a.jpg
"Woman posing in front of the Los Angeles Memorial Sports Arena, Los Angeles, 1960",Arenas--California--Los Angeles County,"Los Angeles Memorial Sports Arena (Los Angeles, Calif.)",Los Angeles (Calif.),,1960,,-118.28296,34.01277,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/c1429_b433_204295-2c.jpg
"Clara Phillips sitting near jail cell at police station in Los Angeles, Calif., 1922",Arrest (Police methods),"Phillips, Clara, $d 1894-1969",Los Angeles (Calif.),,1922,,-118.2436849,34.0522342,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166288a.jpg
"Arson investigators in art and music reading room of Los Angeles Central Library, 1986",Arson investigation $z California $z Los Angeles County,Los Angeles (Calif.). Fire Dept.,Los Angeles (Calif.),,1986,,-118.2553768,34.05057046,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329259a.jpg
"Members of the Soo Yuen Fraternal Association at building dedication in Los Angeles, Calif., 1964",Asian American legislators--Hawaii,Soo Yuen Fraternal Association of Southern California,"Chinatown (Los Angeles, Calif.)",,1964,,-118.2362017,34.06640529,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00167944a.jpg
"Automobile race at Mines Field in Los Angeles, Calif., 1934",Automobile racing--California--Los Angeles County,"Mines Field (Los Angeles, Calif.)",Los Angeles (Calif.),,1934,,-118.4101295,33.94328874,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340285a.jpg
"Auto Show in Pan-Pacific Auditorium, Los Angeles, Calif., 1939",Automobiles--California--Los Angeles--Exhibitions,"Pan Pacific Auditorium (Los Angeles, Calif.)",Los Angeles (Calif.),,1939,,-118.3536261,34.07219095,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00059445a.jpg
"Fa̤ade and entrance to the Mason Opera House Building on 100 block of Broadway, Los Angeles, Calif.",Automobiles--United States--1920-1930,"Mason Opera House (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.",,1920,,-118.245813,34.0532907,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166165a.jpg
"Grace Kelly, Academy Awards, Los Angeles, 1956",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1956,,-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b269_97984-1A_Grace_Kelly_032256.jpg
"Grace Kelly, Academy Awards, Los Angeles, 1956",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1956,,-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b269_97984-1B_Grace_Kelly_032256.jpg
"Jean Simmons, Gregory Peck, and Grace Kelly, Golden Globe Awards, Los Angeles, 1956",Award presentations--California--Los Angeles,Ambassador Hotel,Los Angeles (Calif.),,1956,,-118.2971206,34.06116776,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b266_97530_Kelly_and_Henrietta_Feb_24_1956.jpg
"Grace Kelly and William Holden, Academy Awards, Los Angeles, 1955",Award presentations--California--Los Angeles,"Pantages Theatre (Los Angeles, Calif.)",Los Angeles (Calif.),,1955,,-118.3256953,34.10206319,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/C1429_b236_92341-A2_Grace_Kelly_holding_Oscar_March_30_1955.jpg
"Aztec Indian dancers performing before crowd at Los Angeles City Hall during Street Scene Festival, 1984",Aztec dance,"Los Angeles City Hall (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.","Schneider, Iris",1984,,-118.2434678,34.05309499,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326426a.jpg
Depositors standing outside the Pan American Bank doors the day of its closing,Bank failures--California--Los Angeles,Pan-American Bank of California,Los Angeles (Calif.),,1929,,-118.2545507,34.04396545,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166269a.jpg
"Crowd of fans waiting at Los Angeles International airport to greet Los Angeles Dodgers, 1965",Baseball fans--California--Los Angeles County,World Series (Baseball) (1965),Los Angeles (Calif.),"Gaunt, Jack",1965,,-118.4096682,33.94333324,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326274a.jpg
"Los Angeles Dodgers' Manager Walt Alston, pitcher Jim (Mudcat) Grant, and shortstop Zoilo Versalles, 1968",Baseball managers--California--Los Angeles,"Versalles, Zoilo, 1939-1995",Los Angeles (Calif.),"Kennedy, Joe",1968,,-118.2403994,34.07354843,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326081a.jpg
"Baseball player Solly Mishkin catching a ball in Los Angeles, Calif., circa 1926",Baseball players--United States,San Francisco Seals (Baseball team),Los Angeles (Calif.),,1926,,-118.2653332,34.00660143,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166230a.jpg
"Baseball player Sam Crawford along with the catcher and umpire watching ball Crawford just hit in Los Angeles, Calif., circa 1920",Baseball--California--Los Angeles,"Crawford, Samuel E., 1880-1968",Los Angeles (Calif.),,1920,,-118.2557642,34.0444637,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166792a.jpg
"Aerial view of baseball game at Dodgers Stadium in Los Angeles, Calif., 1962",Baseball--California--Los Angeles,"Dodger Stadium (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.",,1962,,-118.2361507,34.07498588,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326887a.jpg
"Los Angeles Dodgers game viewed over the shoulders of two reporters playing Scrabble, 1968",Baseball--California--Los Angeles,Los Angeles Dodgers (Baseball team),Los Angeles (Calif.),"Sharkey, Larry",1968,,-118.240394,34.07309298,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326090a.jpg
"Altercation between Cal's John Wheeler and UCLA's Trevor Wilson, 1987",Basketball players--California--Los Angeles,"Wilson, Trevor, 1968-",Los Angeles (Calif.),"Shepler, Lori",1987,,-118.4468007,34.0703202,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329286a.jpg
"Los Angeles policewomen, lined up on stage during ""Miss Fuzz of 1972"" beauty contest in Los Angeles, Calif.",Beauty contests--California--Los Angeles,Los Angeles (Calif.). Police Dept--Officials and employees,Los Angeles (Calif.),"Olender, Ben",1972,,-118.28251,34.06148583,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00283081a.jpg
"Amnesty International concert at LA Memorial Coliseum, Calif., 1988",Benefit performances--California--Los Angeles,Amnesty International,"Los Angeles (Calif.)--Buildings, structures, etc.","Kelsey, Thomas",1988,,-118.2884002,34.0131471,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329570a.jpg
"Detective B.J. Anderson examining table laden with telephones at raid on bookie at 923 S. San Julian in Los Angeles, Calif., 1938",Bookmakers (Gambling)--California--Los Angeles County,,Los Angeles (Calif.),,1938,,-118.2519396,34.0374566,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340293a.jpg
"Crowd dashing to tables laden with books at Los Angeles Public Library's book sale, 1976",Booksellers and bookselling--California--Los Angeles County,Los Angeles Public Library. $b Central Library,Los Angeles (Calif.),"Kennedy, Joe",1976,,-118.2563853,34.05126382,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328961a.jpg
Border station at Mexicali-Calexico (Mexico),Border patrols--Mexico,,Mexicali (Mexico),,1948,,-115.497508,32.66520998,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012919a.jpg
"Break dancer performing for crowd at Street Scene Festival in front of Los Angeles City Hall, Calif., 1984",Break dancing,"Los Angeles City Hall (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.","Schneider, Iris",1984,,-118.2434142,34.05276609,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326427a.jpg
Colorado Street Bridge with San Gabriel mountains in background circa 1920,"Bridges, Concrete--California--Pasadena",,"Colorado Street Bridge (Pasadena, Calif.)",,1920,,-118.1664133,34.14428302,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00130150a.jpg
"Automobiles driving around buckled pavement on Pacific Coast Highway near Las Tunas Beach, Calif., 1980",Buckling (Mechanics),,California Highway 1 (Calif.),,1980,,-118.5987143,34.0392148,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326161a.jpg
Buddhist ceremony at Manzanar War Relocation Center Memorial,Buddhism--Rites and ceremonies,Manzanar War Relocation Center,Inyo County (Calif.),,1978,,-118.1462983,36.7284743,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012757a.jpg
"Men sitting out front of Jimmy's Market at 25th Street and Hooper Ave. in Los Angeles, Calif., 1962",Business districts--California--Los Angeles,,"Los Angeles (Calif.)--Buildings, structures, etc.","Fontanini, Steve",1962,,-118.2495792,34.01742797,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00328210a.jpg
Buildings and pedestrians along southeast corner of Spring and First Streets known as the Wilson Block,Business districts--California--Los Angeles,,"Los Angeles (Calif.)--Buildings, structures, etc.",,1920,,-118.2444763,34.05278387,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166208a.jpg
"Cityscape of pedestrians, car traffic and buildings on fifth street, downtown Los Angeles, Calif. circa 1920",Business districts--California--Los Angeles,,"Los Angeles (Calif.)--Buildings, structures, etc.",,1920,,-118.250463,34.04789474,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166206a.jpg
"Buildings and traffic on Hollywood Blvd. near Bronson Street in Hollywood, Calif., 1986",Business districts--California--Los Angeles,,"Hollywood Boulevard (Los Angeles, Calif.)","Barnard, Tony",1986,,-118.3250874,34.10164637,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329267a.jpg
"Listening post and air raid lights positioned in Pershing Square, Los Angeles, Calif., 1941",Business districts--California--Los Angeles,"Pershing Square (Los Angeles, Calif.)",Los Angeles (Calif.),,1941,,-118.2533652,34.04831032,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00325954a.jpg
"Cityscape of Union Station site grading work and surrounding buildings in Los Angeles, Calif., 1935",Business districts--California--Los Angeles,"Union Passenger Terminal (Los Angeles, Calif.) $x Design and construction","Los Angeles (Calif.)--Buildings, structures, etc.",,1935,,-118.2378781,34.05518389,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00340309a.jpg
"Martz Flats building at 7th and Flower Streets, Los Angeles, Calif., 1965",Business districts--California--Los Angeles,,"Los Angeles (Calif.)--Buildings, structures, etc.",,1965,,-118.2587725,34.04869702,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00168264a.jpg
"Los Angeles Farmer's Market, Calif., 1990",Business,"Farmers Market (Los Angeles, Calif.)",Los Angeles (Calif.),"Romerein, Lisa",1990,,-118.3610478,34.07233536,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326953a.jpg
"Mardi Gras festivities on Olvera Street, Los Angeles (Calif.)",Carnival--California--Los Angeles,,"Olvera Street (Los Angeles, Calif.)",,1955,,-118.2373846,34.05666831,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_1_1_00012718a.jpg
"Los Angeles Times Illustrator Charles Owens at his desk working, circa 1920",Cartographers $z California $z Los Angeles,"Owens, Charles H.",Los Angeles (Calif.),,1920,,-118.2452273,34.05290832,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00166258a.jpg
"At a mural exhibition at the Los Angeles Central Library, artist Leo Katz points to an area of a cartoon drawing for the Frank Wiggins Trade School mural, Los Angeles, 1934",Cartoons (Working drawings),"Katz, Leo, $d 1887-1982",Los Angeles (Calif.),,1934,,-118.2546902,34.05018822,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/uclamss_1429_5310.jpg
"Attendants in ceremony honoring Our Lady of Guadalupe at Belvedere Bowl in Los Angeles, Calif., 1940","Catholic children--California, Southern","Mary, Blessed Virgin, Saint--Devotion to--California--Los Angeles",Los Angeles (Calif.),,1940,,-118.1595683,34.03868462,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00059437a.jpg
"Father Luis Olivares standing below Virgin of Guadalupe icon, Los Angeles, Calif., 1986",Catholic Church--Clergy,"Olivares, Luis A., 1934-1993",Los Angeles (Calif.),"Barmann, Timothy C.",1986,,-118.2397449,34.05716607,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00329201a.jpg
"Father Superior Augustine seated at his desk at Santa Barbara Mission, Calif., 1925",Catholic Church--Clergy,"Hobrecht, Augustine, $d 1890-1970",Los Angeles (Calif.),,1925,,-119.7139835,34.43834526,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00120766a.jpg
Bishop Cantwell and other clergy members at ceremony in front of an unfinished St. Vincent's Hospital.,Catholic hospitals--California--Los Angeles--Design and construction,"Cawley, John J., 1882-1953",Los Angeles (Calif.),,1920,,-118.27347,34.063893,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00130159a.jpg
"Los Angeles' St. Vincent's Hospital under construction, first through third floors, circa 1920",Catholic hospitals--California--Los Angeles--Design and construction,"Saint Vincent's Hospital (Los Angeles, Calif.)","Los Angeles (Calif.)--Buildings, structures, etc.",,1920,,-118.2739297,34.06309457,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00165000a.jpg
"Aurelio Jose Barreras, part of Pulitzer Prize winning team, is poured champagne as fellow winners Noel Greenwood (directly left of Barreras) and Nancy Rivera (center, with glasses) watch, 1984 .",Celebrations--California--Los Angeles County,,"Civic Center (Los Angeles, Calif.)","Armstrong, Larry",1984,,-118.2452381,34.05289054,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/21198-zz0015qpm5-1-thumbnail.jpg
"Antonia Lopez speaking at the California Governor's Chicana Issues Conference, 1980",Chicano Movement,,Los Angeles (Calif.),"Barnard, Tony",1980,,-118.2854927,34.02097278,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326189a.jpg
"Los Angeles Sheriff deputies and boycotting Garfield High School students, 1968",Chicano Movement,Los Angeles County (Calif.). Sheriff's Department,Los Angeles (Calif.),"Kennedy, Joe",1968,,-118.1573984,34.0251699,http://digital2.library.ucla.edu/dlcontent/latimes/jpegs/clusc_8_1_00326084a.jpg
